Time (Sec);S11;S12;S14;S26;S3;S38;S4;S40;S41;S42;S43;S44;S45;S5;S53;S8;
0.0;1000.0;999.9999;999.9999;999.9999;1000.0;999.9999;1000.0;999.9999;999.9999;999.9999;999.9999;999.9999;999.9999;999.9999;999.9999;999.9999;
1.0;999.9384000000003;999.9119000000001;999.3839;999.3839;999.9296000000004;999.9119000000001;999.9824000000001;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
1.9999999999999998;999.9296000000004;999.9119000000001;999.3839;999.3839;999.9208000000004;999.9119000000001;999.9648000000002;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
3.0;999.9208000000004;999.9119000000001;999.3839;999.3839;999.9120000000005;999.9119000000001;999.9472000000003;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
3.0052960009121326;999.9208000000004;999.9119000000001;999.3839;999.3839;999.9120000000005;999.9119000000001;999.9472000000003;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
4.0;999.9120000000005;999.9119000000001;999.3839;999.3839;999.9032000000005;999.9119000000001;999.9296000000004;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
5.000000000000001;999.9032000000005;999.9119000000001;999.3839;999.3839;999.8944000000006;999.9119000000001;999.9120000000005;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
5.0052798489890655;999.9032000000005;999.9119000000001;999.3839;999.3839;999.8944000000006;999.9119000000001;999.9120000000005;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
6.0;999.8944000000006;999.9119000000001;999.3839;999.3839;999.8856000000006;999.9119000000001;999.8944000000006;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
7.000000000000001;999.8944000000006;999.9119000000001;999.3839;999.3839;999.8768000000007;999.9119000000001;999.8856000000006;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
7.005263697065999;999.8944000000006;999.9119000000001;999.3839;999.3839;999.8768000000007;999.9119000000001;999.8856000000006;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
8.000000000000002;999.8944000000006;999.9119000000001;999.3839;999.3839;999.8768000000007;999.9119000000001;999.8856000000006;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
9.000000000000002;999.8944000000006;999.9119000000001;999.3839;999.3839;999.8768000000007;999.9119000000001;999.8856000000006;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
9.999997398108448;999.8944000000006;999.9118000000001;999.3839;999.3839;999.8768000000007;999.9119000000001;999.8856000000006;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
9.999997398108448;999.8944000000006;999.8238000000001;999.3839;999.3839;999.8768000000007;999.9119000000001;999.8856000000006;999.9119000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.7359;999.3839;
11.000000000000004;999.8592000000008;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8680000000007;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4718;999.3839;
12.000000000000005;999.8504000000008;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8592000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4718;999.3839;
12.005315210204227;999.8504000000008;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8592000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4718;999.3839;
13.000000000000007;999.8416000000009;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8504000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4718;999.3839;
14.000000000000007;999.8416000000009;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8504000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4718;999.3839;
15.000000000000007;999.8416000000009;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8504000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4718;999.3839;
16.000000000000007;999.8416000000009;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8504000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4718;999.3839;
17.000000000000007;999.8416000000009;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8504000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4718;999.3839;
18.000000000000007;999.8416000000009;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8504000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4718;999.3839;
19.000000000000007;999.8416000000009;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8504000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4718;999.3839;
20.000000000000007;999.8416000000009;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8504000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4718;999.3839;
20.000008459872475;999.8416000000009;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8504000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.4717;999.3839;
20.000008459872475;999.8416000000009;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8238000000001;999.8504000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.2077;999.3839;
20.000208972746538;999.8416000000009;999.8238000000001;999.3839;999.3839;999.8592000000008;999.8237000000001;999.8504000000008;999.8238000000001;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.2077;999.3839;
21.00000000000001;999.8064000000011;999.7357000000002;999.3839;999.3839;999.8416000000009;999.7357000000002;999.8328000000009;999.7357000000002;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.2077;999.3839;
21.005316383910944;999.8064000000011;999.7357000000002;999.3839;999.3839;999.8416000000009;999.7357000000002;999.8328000000009;999.7357000000002;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.2077;999.3839;
22.000000000000014;999.7976000000011;999.7357000000002;999.3839;999.3839;999.8416000000009;999.7357000000002;999.824000000001;999.7357000000002;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.2077;999.3839;
23.000000000000018;999.7888000000012;999.7357000000002;999.3839;999.3839;999.8416000000009;999.7357000000002;999.815200000001;999.7357000000002;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.2077;999.3839;
24.000000000000018;999.7888000000012;999.7357000000002;999.3839;999.3839;999.8416000000009;999.7357000000002;999.815200000001;999.7357000000002;999.3839;999.3839;999.3839;999.3839;999.3839;999.3839;999.2077;999.3839;
